yyyymmdd,temperature,year,month,day,ltm,anomaly
20120119,19.400000000000002,2012,1,19,17.317647058823532,2.0823529411764703
20120120,17.400000000000002,2012,1,20,17.794117647058826,-0.3941176470588239
20120121,16.2,2012,1,21,17.523529411764706,-1.3235294117647065
20120122,13.4,2012,1,22,16.870588235294118,-3.4705882352941178
20120123,10.5,2012,1,23,16.147058823529413,-5.647058823529413
20120124,10.9,2012,1,24,15.38823529411765,-4.488235294117649
20120125,8.700000000000001,2012,1,25,15.964705882352943,-7.264705882352942
20120126,11.200000000000001,2012,1,26,16.147058823529413,-4.947058823529412
20120127,14.700000000000001,2012,1,27,15.741176470588236,-1.0411764705882351
20120128,16.7,2012,1,28,16.376470588235296,0.32352941176470296
20120129,15.100000000000001,2012,1,29,16.011764705882356,-0.911764705882355
20120130,15.700000000000001,2012,1,30,16.329411764705885,-0.6294117647058837
20120131,15.100000000000001,2012,1,31,16.358823529411765,-1.2588235294117638
20120201,15.600000000000001,2012,2,1,16.629411764705882,-1.0294117647058805
20120202,16.0,2012,2,2,16.447058823529414,-0.44705882352941373
20120203,14.5,2012,2,3,16.5,-2.0
20120204,15.3,2012,2,4,16.670588235294115,-1.3705882352941146
20120205,17.400000000000002,2012,2,5,16.88235294117647,0.5176470588235311
20120206,18.5,2012,2,6,17.3,1.1999999999999993
20120207,16.7,2012,2,7,17.541176470588233,-0.8411764705882341
20120208,12.3,2012,2,8,17.229411764705883,-4.929411764705883
20120209,12.700000000000001,2012,2,9,16.67058823529412,-3.9705882352941178
20120210,14.8,2012,2,10,16.5,-1.6999999999999993
20120211,14.0,2012,2,11,16.870588235294118,-2.870588235294118
20120212,16.2,2012,2,12,16.941176470588236,-0.7411764705882362
20120213,19.1,2012,2,13,17.27058823529412,1.8294117647058812
20120214,19.400000000000002,2012,2,14,17.841176470588238,1.5588235294117645
20120215,18.8,2012,2,15,17.617647058823533,1.1823529411764682
20120216,16.1,2012,2,16,17.16470588235294,-1.0647058823529392
20120217,14.9,2012,2,17,16.882352941176475,-1.9823529411764742
20120218,13.700000000000001,2012,2,18,16.788235294117644,-3.088235294117643
20120219,14.3,2012,2,19,16.276470588235295,-1.9764705882352942
20120220,15.0,2012,2,20,16.982352941176472,-1.9823529411764724
20120221,17.3,2012,2,21,17.300000000000004,-3.552713678800501e-15
20120222,18.2,2012,2,22,17.988235294117644,0.21176470588235574
20120223,19.900000000000002,2012,2,23,18.147058823529413,1.7529411764705891
20120224,17.8,2012,2,24,17.658823529411766,0.1411764705882348
20120225,16.1,2012,2,25,18.64117647058824,-2.541176470588237
20120226,13.600000000000001,2012,2,26,19.01764705882353,-5.41764705882353
20120227,12.100000000000001,2012,2,27,18.658823529411766,-6.5588235294117645
20120228,13.0,2012,2,28,18.841176470588238,-5.841176470588238
20120229,14.700000000000001,2012,2,29,17.725,-3.0250000000000004
20120301,16.7,2012,3,1,19.323529411764707,-2.623529411764707
20120302,20.900000000000002,2012,3,2,19.417647058823526,1.482352941176476
20120303,17.7,2012,3,3,19.01764705882353,-1.3176470588235318
20120304,17.900000000000002,2012,3,4,19.32941176470589,-1.4294117647058862
20120305,21.400000000000002,2012,3,5,19.88823529411765,1.511764705882353
20120306,23.8,2012,3,6,19.370588235294118,4.429411764705883
20120307,18.7,2012,3,7,18.30588235294118,0.39411764705882035
20120308,16.900000000000002,2012,3,8,17.629411764705885,-0.7294117647058833
20120309,15.600000000000001,2012,3,9,17.941176470588236,-2.341176470588234
20120310,13.9,2012,3,10,17.799999999999997,-3.899999999999997
20120311,12.600000000000001,2012,3,11,17.829411764705885,-5.229411764705883
20120312,12.600000000000001,2012,3,12,18.63529411764706,-6.035294117647059
20120313,14.200000000000001,2012,3,13,19.5764705882353,-5.376470588235298
20120314,16.1,2012,3,14,19.2764705882353,-3.176470588235297
20120315,17.400000000000002,2012,3,15,19.500000000000004,-2.1000000000000014
20120316,19.900000000000002,2012,3,16,20.17058823529412,-0.2705882352941167
20120317,22.3,2012,3,17,20.458823529411767,1.841176470588234
20120318,23.900000000000002,2012,3,18,21.341176470588238,2.5588235294117645
20120319,20.8,2012,3,19,21.88823529411765,-1.0882352941176485
20120320,20.3,2012,3,20,21.46470588235294,-1.1647058823529406
20120321,18.8,2012,3,21,20.8,-2.0
20120322,20.700000000000003,2012,3,22,20.823529411764707,-0.12352941176470367
20120323,20.900000000000002,2012,3,23,20.582352941176474,0.3176470588235283
20120324,17.6,2012,3,24,19.882352941176475,-2.282352941176473
20120325,18.5,2012,3,25,19.829411764705885,-1.3294117647058847
20120326,19.6,2012,3,26,20.029411764705884,-0.4294117647058826
20120327,20.5,2012,3,27,20.688235294117646,-0.1882352941176464
20120328,21.1,2012,3,28,20.91764705882353,0.18235294117647172
20120329,22.3,2012,3,29,21.329411764705885,0.970588235294116
20120330,23.0,2012,3,30,21.81764705882353,1.1823529411764717
20120331,22.3,2012,3,31,21.741176470588236,0.5588235294117645
20120401,20.700000000000003,2012,4,1,21.45882352941177,-0.7588235294117673
20120402,21.900000000000002,2012,4,2,21.329411764705885,0.5705882352941174
20120403,24.5,2012,4,3,21.376470588235296,3.1235294117647037
20120404,21.900000000000002,2012,4,4,21.50588235294118,0.3941176470588239
20120405,21.3,2012,4,5,22.082352941176474,-0.7823529411764731
20120406,19.900000000000002,2012,4,6,21.841176470588238,-1.9411764705882355
20120407,20.3,2012,4,7,21.44117647058824,-1.1411764705882383
20120408,20.8,2012,4,8,21.87058823529412,-1.070588235294121
20120409,22.5,2012,4,9,22.441176470588236,0.0588235294117645
20120410,23.8,2012,4,10,22.75294117647059,1.0470588235294116
20120411,25.0,2012,4,11,23.10588235294118,1.8941176470588204
20120412,25.5,2012,4,12,22.78235294117647,2.7176470588235304
20120413,26.5,2012,4,13,23.17058823529412,3.329411764705881
20120414,26.900000000000002,2012,4,14,23.041176470588237,3.858823529411765
20120415,27.1,2012,4,15,22.329411764705885,4.770588235294117
20120416,26.0,2012,4,16,22.658823529411762,3.3411764705882376
20120417,21.3,2012,4,17,23.264705882352942,-1.9647058823529413
20120418,22.0,2012,4,18,23.264705882352946,-1.2647058823529456
20120419,22.200000000000003,2012,4,19,23.65294117647059,-1.4529411764705884
20120420,22.0,2012,4,20,24.023529411764706,-2.023529411764706
20120421,23.3,2012,4,21,24.558823529411764,-1.2588235294117638
20120422,24.3,2012,4,22,24.158823529411766,0.1411764705882348
20120423,25.400000000000002,2012,4,23,23.864705882352943,1.5352941176470587
20120424,27.1,2012,4,24,23.829411764705885,3.2705882352941167
20120425,27.5,2012,4,25,23.894117647058824,3.605882352941176
20120426,24.400000000000002,2012,4,26,24.02352941176471,0.3764705882352928
20120427,22.3,2012,4,27,24.21764705882353,-1.9176470588235297
20120428,23.5,2012,4,28,24.0,-0.5
20120429,27.200000000000003,2012,4,29,24.158823529411762,3.0411764705882405
20120430,28.5,2012,4,30,24.74705882352941,3.752941176470589
20120501,28.700000000000003,2012,5,1,24.905882352941177,3.794117647058826
20120502,29.200000000000003,2012,5,2,25.02352941176471,4.1764705882352935
20120503,29.0,2012,5,3,25.082352941176474,3.917647058823526
20120504,28.0,2012,5,4,24.835294117647063,3.164705882352937
20120505,24.900000000000002,2012,5,5,25.13529411764706,-0.235294117647058
20120506,25.900000000000002,2012,5,6,25.482352941176472,0.4176470588235297
20120507,26.5,2012,5,7,25.764705882352942,0.735294117647058
20120508,28.6,2012,5,8,26.00588235294118,2.594117647058823
20120509,29.200000000000003,2012,5,9,26.464705882352945,2.735294117647058
20120510,29.1,2012,5,10,26.14117647058824,2.958823529411763
20120511,26.0,2012,5,11,25.994117647058825,0.005882352941174673
20120512,26.400000000000002,2012,5,12,26.305882352941175,0.09411764705882675
20120513,27.900000000000002,2012,5,13,26.394117647058827,1.5058823529411747
20120514,28.8,2012,5,14,26.6,2.1999999999999993
20120515,28.0,2012,5,15,26.782352941176473,1.2176470588235269
20120516,26.6,2012,5,16,26.37058823529412,0.22941176470587976
20120517,27.0,2012,5,17,26.45294117647059,0.5470588235294116
20120518,25.400000000000002,2012,5,18,27.041176470588233,-1.6411764705882312
20120519,26.5,2012,5,19,27.15294117647059,-0.6529411764705912
20120520,27.0,2012,5,20,26.61764705882353,0.382352941176471
20120521,25.900000000000002,2012,5,21,26.205882352941178,-0.3058823529411754
20120522,25.6,2012,5,22,26.470588235294116,-0.8705882352941146
20120523,25.700000000000003,2012,5,23,26.48823529411765,-0.7882352941176478
20120524,26.1,2012,5,24,26.61764705882353,-0.5176470588235276
20120525,27.900000000000002,2012,5,25,27.05294117647059,0.8470588235294123
20120526,26.900000000000002,2012,5,26,27.541176470588237,-0.6411764705882348
20120527,26.900000000000002,2012,5,27,27.68235294117647,-0.7823529411764696
20120528,25.5,2012,5,28,27.623529411764704,-2.1235294117647037
20120529,25.5,2012,5,29,27.588235294117652,-2.088235294117652
20120530,26.700000000000003,2012,5,30,27.694117647058825,-0.9941176470588218
20120531,27.0,2012,5,31,28.01764705882353,-1.0176470588235311
20120601,26.1,2012,6,1,28.105882352941176,-2.0058823529411747
20120602,26.6,2012,6,2,28.03529411764706,-1.4352941176470573
20120603,26.0,2012,6,3,28.458823529411767,-2.4588235294117666
20120604,27.0,2012,6,4,28.347058823529412,-1.3470588235294123
20120605,28.200000000000003,2012,6,5,28.282352941176473,-0.0823529411764703
20120606,28.3,2012,6,6,28.029411764705884,0.2705882352941167
20120607,28.5,2012,6,7,28.22941176470588,0.27058823529412024
20120608,29.5,2012,6,8,28.43529411764706,1.0647058823529392
20120609,29.1,2012,6,9,28.35294117647059,0.7470588235294109
20120610,29.0,2012,6,10,28.18235294117647,0.8176470588235283
20120611,29.400000000000002,2012,6,11,27.947058823529417,1.4529411764705848
20120612,28.900000000000002,2012,6,12,27.670588235294115,1.2294117647058869
20120613,26.3,2012,6,13,28.052941176470586,-1.7529411764705856
20120614,27.400000000000002,2012,6,14,28.023529411764706,-0.6235294117647037
20120615,28.0,2012,6,15,28.2,-0.1999999999999993
20120616,26.1,2012,6,16,28.2764705882353,-2.176470588235297
20120617,26.700000000000003,2012,6,17,28.335294117647063,-1.6352941176470601
20120618,27.3,2012,6,18,28.78235294117647,-1.4823529411764689
20120619,28.200000000000003,2012,6,19,29.13529411764706,-0.9352941176470573
20120620,29.900000000000002,2012,6,20,29.6,0.3000000000000007
20120621,28.3,2012,6,21,29.31764705882353,-1.0176470588235276
20120622,28.5,2012,6,22,28.67058823529412,-0.17058823529411882
20120623,28.8,2012,6,23,28.735294117647058,0.06470588235294272
20120624,28.8,2012,6,24,28.900000000000002,-0.10000000000000142
20120625,28.900000000000002,2012,6,25,28.75882352941177,0.14117647058823124
20120626,28.8,2012,6,26,29.02352941176471,-0.22352941176470864
20120627,29.400000000000002,2012,6,27,29.088235294117652,0.31176470588235006
20120628,29.400000000000002,2012,6,28,28.547058823529415,0.852941176470587
20120629,29.400000000000002,2012,6,29,28.994117647058825,0.4058823529411768
20120630,26.6,2012,6,30,28.894117647058827,-2.294117647058826
20120701,27.8,2012,7,1,29.076470588235296,-1.276470588235295
20120702,28.3,2012,7,2,29.241176470588236,-0.9411764705882355
20120703,29.1,2012,7,3,29.311764705882354,-0.2117647058823522
20120704,29.6,2012,7,4,29.417647058823533,0.18235294117646816
20120705,27.8,2012,7,5,29.18823529411765,-1.3882352941176492
20120706,28.5,2012,7,6,28.894117647058824,-0.3941176470588239
20120707,29.1,2012,7,7,29.04705882352941,0.052941176470589824
20120708,29.3,2012,7,8,29.447058823529414,-0.14705882352941302
20120709,29.8,2012,7,9,29.452941176470585,0.34705882352941586
20120710,29.900000000000002,2012,7,10,29.294117647058822,0.6058823529411796
20120711,30.0,2012,7,11,29.38235294117647,0.617647058823529
20120712,30.0,2012,7,12,29.60588235294118,0.39411764705882035
20120713,29.200000000000003,2012,7,13,29.523529411764706,-0.32352941176470296
20120714,29.6,2012,7,14,29.482352941176472,0.117647058823529
20120715,30.200000000000003,2012,7,15,29.241176470588236,0.9588235294117666
20120716,29.8,2012,7,16,29.0,0.8000000000000007
20120717,30.0,2012,7,17,29.13529411764706,0.8647058823529399
20120718,29.1,2012,7,18,28.86470588235294,0.23529411764706154
20120719,30.200000000000003,2012,7,19,28.8,1.4000000000000021
20120720,30.3,2012,7,20,28.78235294117647,1.5176470588235311
20120721,30.1,2012,7,21,29.094117647058823,1.0058823529411782
20120722,28.900000000000002,2012,7,22,29.14117647058824,-0.2411764705882362
20120723,26.400000000000002,2012,7,23,29.135294117647057,-2.7352941176470544
20120724,26.900000000000002,2012,7,24,29.34705882352941,-2.4470588235294066
20120725,25.700000000000003,2012,7,25,29.500000000000004,-3.8000000000000007
20120726,25.5,2012,7,26,29.27058823529412,-3.7705882352941202
20120727,25.8,2012,7,27,29.105882352941173,-3.305882352941172
20120728,27.700000000000003,2012,7,28,29.45294117647059,-1.7529411764705856
20120729,28.900000000000002,2012,7,29,29.33529411764706,-0.4352941176470573
20120730,29.400000000000002,2012,7,30,29.358823529411765,0.041176470588236924
20120731,29.200000000000003,2012,7,31,29.35294117647059,-0.1529411764705877
20120801,30.6,2012,8,1,29.38823529411765,1.2117647058823522
20120802,31.8,2012,8,2,29.10588235294118,2.694117647058821
20120803,31.0,2012,8,3,28.65294117647059,2.3470588235294088
20120804,29.8,2012,8,4,28.7764705882353,1.0235294117647022
20120805,29.5,2012,8,5,28.82352941176471,0.6764705882352899
20120806,29.0,2012,8,6,28.78235294117647,0.21764705882353041
20120807,30.0,2012,8,7,29.435294117647057,0.5647058823529427
20120808,30.5,2012,8,8,29.60588235294118,0.8941176470588204
20120809,30.5,2012,8,9,29.32941176470588,1.1705882352941188
20120810,29.6,2012,8,10,28.488235294117647,1.1117647058823543
20120811,27.6,2012,8,11,28.352941176470587,-0.7529411764705856
20120812,27.700000000000003,2012,8,12,28.55294117647059,-0.852941176470587
20120813,27.8,2012,8,13,28.529411764705884,-0.7294117647058833
20120814,28.400000000000002,2012,8,14,28.38235294117647,0.017647058823531125
20120815,30.0,2012,8,15,28.694117647058825,1.3058823529411754
20120816,28.6,2012,8,16,28.599999999999998,3.552713678800501e-15
20120817,28.200000000000003,2012,8,17,28.558823529411764,-0.35882352941176165
20120818,29.400000000000002,2012,8,18,28.88823529411765,0.5117647058823529
20120819,29.200000000000003,2012,8,19,28.611764705882354,0.5882352941176485
20120820,29.5,2012,8,20,28.764705882352942,0.735294117647058
20120821,29.1,2012,8,21,29.258823529411767,-0.15882352941176592
20120822,28.0,2012,8,22,29.141176470588242,-1.141176470588242
20120823,28.900000000000002,2012,8,23,29.058823529411764,-0.15882352941176237
20120824,29.900000000000002,2012,8,24,29.264705882352946,0.6352941176470566
20120825,30.1,2012,8,25,29.005882352941175,1.0941176470588267
20120826,30.5,2012,8,26,29.04705882352941,1.4529411764705884
20120827,30.8,2012,8,27,28.582352941176474,2.217647058823527
20120828,31.0,2012,8,28,28.67058823529412,2.329411764705881
20120829,29.400000000000002,2012,8,29,28.98823529411765,0.4117647058823515
20120830,30.1,2012,8,30,29.00588235294118,1.0941176470588232
20120831,28.5,2012,8,31,28.764705882352946,-0.26470588235294557
20120901,27.5,2012,9,1,28.711764705882356,-1.2117647058823557
20120902,28.400000000000002,2012,9,2,28.470588235294116,-0.07058823529411384
20120903,29.400000000000002,2012,9,3,28.45882352941177,0.941176470588232
20120904,27.900000000000002,2012,9,4,28.358823529411765,-0.4588235294117631
20120905,28.200000000000003,2012,9,5,28.44117647058824,-0.2411764705882362
20120906,29.0,2012,9,6,28.794117647058822,0.20588235294117752
20120907,28.6,2012,9,7,28.641176470588235,-0.04117647058823337
20120908,28.8,2012,9,8,28.60588235294118,0.19411764705882106
20120909,29.5,2012,9,9,28.48823529411765,1.0117647058823493
20120910,29.3,2012,9,10,28.370588235294115,0.9294117647058862
20120911,29.900000000000002,2012,9,11,28.46470588235294,1.4352941176470608
20120912,29.8,2012,9,12,28.411764705882355,1.3882352941176457
20120913,29.0,2012,9,13,28.74705882352941,0.2529411764705891
20120914,26.900000000000002,2012,9,14,28.605882352941176,-1.705882352941174
20120915,26.5,2012,9,15,28.800000000000004,-2.3000000000000043
20120916,27.0,2012,9,16,28.547058823529415,-1.5470588235294152
20120917,27.0,2012,9,17,28.764705882352946,-1.7647058823529456
20120918,27.400000000000002,2012,9,18,28.747058823529414,-1.3470588235294123
20120919,26.900000000000002,2012,9,19,28.558823529411768,-1.658823529411766
20120920,27.200000000000003,2012,9,20,28.352941176470587,-1.1529411764705841
20120921,27.700000000000003,2012,9,21,28.011764705882356,-0.3117647058823536
20120922,28.0,2012,9,22,28.147058823529417,-0.14705882352941657
20120923,28.5,2012,9,23,27.970588235294116,0.529411764705884
20120924,27.700000000000003,2012,9,24,27.73529411764706,-0.0352941176470587
20120925,26.8,2012,9,25,27.947058823529417,-1.1470588235294166
20120926,27.0,2012,9,26,28.094117647058823,-1.0941176470588232
20120927,28.200000000000003,2012,9,27,28.28235294117647,-0.08235294117646674
20120928,28.200000000000003,2012,9,28,28.20588235294118,-0.005882352941178226
20120929,27.5,2012,9,29,27.88235294117647,-0.382352941176471
20120930,26.0,2012,9,30,27.69411764705882,-1.694117647058821
20121001,26.0,2012,10,1,27.65294117647059,-1.6529411764705912
20121002,26.200000000000003,2012,10,2,27.794117647058822,-1.5941176470588196
20121003,26.1,2012,10,3,27.352941176470587,-1.2529411764705856
20121004,26.0,2012,10,4,27.288235294117644,-1.2882352941176443
20121005,26.6,2012,10,5,27.32352941176471,-0.7235294117647086
20121006,26.900000000000002,2012,10,6,27.035294117647055,-0.135294117647053
20121007,26.6,2012,10,7,26.947058823529414,-0.3470588235294123
20121008,26.5,2012,10,8,26.847058823529412,-0.3470588235294123
20121009,26.200000000000003,2012,10,9,26.67058823529412,-0.470588235294116
20121010,26.3,2012,10,10,26.282352941176473,0.017647058823527573
20121011,25.8,2012,10,11,26.158823529411766,-0.3588235294117652
20121012,25.3,2012,10,12,26.158823529411762,-0.8588235294117617
20121013,25.3,2012,10,13,26.029411764705884,-0.7294117647058833
20121014,25.700000000000003,2012,10,14,25.976470588235294,-0.27647058823529136
20121015,26.3,2012,10,15,25.911764705882355,0.3882352941176457
20121016,26.200000000000003,2012,10,16,26.076470588235296,0.12352941176470722
20121017,26.5,2012,10,17,25.658823529411762,0.8411764705882376
20121018,24.6,2012,10,18,25.02352941176471,-0.42352941176470793
20121019,24.6,2012,10,19,25.229411764705883,-0.6294117647058819
20121020,24.900000000000002,2012,10,20,25.417647058823533,-0.5176470588235311
20121021,25.0,2012,10,21,25.24705882352941,-0.2470588235294109
20121022,25.700000000000003,2012,10,22,25.176470588235297,0.5235294117647058
20121023,26.3,2012,10,23,25.30588235294118,0.9941176470588218
20121024,25.6,2012,10,24,25.400000000000002,0.1999999999999993
20121025,25.8,2012,10,25,25.194117647058825,0.6058823529411761
20121026,25.1,2012,10,26,25.00588235294118,0.0941176470588232
20121027,26.1,2012,10,27,24.95882352941177,1.1411764705882312
20121028,26.200000000000003,2012,10,28,24.88823529411765,1.3117647058823536
20121029,25.3,2012,10,29,24.729411764705883,0.5705882352941174
20121030,23.200000000000003,2012,10,30,24.423529411764704,-1.2235294117647015
20121031,19.8,2012,10,31,24.223529411764705,-4.423529411764704
20121101,21.1,2012,11,1,23.935294117647057,-2.835294117647056
20121102,22.6,2012,11,2,23.52352941176471,-0.9235294117647079
20121103,23.6,2012,11,3,23.15294117647059,0.4470588235294102
20121104,24.200000000000003,2012,11,4,23.429411764705886,0.7705882352941167
20121105,24.1,2012,11,5,23.558823529411764,0.5411764705882369
20121106,23.700000000000003,2012,11,6,24.076470588235296,-0.3764705882352928
20121107,23.200000000000003,2012,11,7,24.400000000000006,-1.2000000000000028
20121108,23.700000000000003,2012,11,8,23.564705882352943,0.13529411764706012
20121109,24.900000000000002,2012,11,9,23.14117647058824,1.7588235294117638
20121110,25.5,2012,11,10,22.952941176470592,2.547058823529408
20121111,22.5,2012,11,11,22.905882352941177,-0.4058823529411768
20121112,22.200000000000003,2012,11,12,22.788235294117648,-0.588235294117645
20121113,23.1,2012,11,13,22.52352941176471,0.5764705882352921
20121114,23.400000000000002,2012,11,14,22.758823529411767,0.6411764705882348
20121115,23.1,2012,11,15,22.900000000000006,0.19999999999999574
20121116,23.1,2012,11,16,22.923529411764708,0.1764705882352935
20121117,20.400000000000002,2012,11,17,22.50588235294118,-2.105882352941176
20121118,20.1,2012,11,18,22.482352941176472,-2.382352941176471
20121119,22.0,2012,11,19,22.22352941176471,-0.22352941176470864
20121120,22.1,2012,11,20,21.870588235294118,0.22941176470588331
20121121,22.6,2012,11,21,21.788235294117644,0.8117647058823572
20121122,25.1,2012,11,22,21.77058823529412,3.329411764705881
20121123,22.400000000000002,2012,11,23,21.476470588235294,0.9235294117647079
20121124,19.5,2012,11,24,21.364705882352943,-1.8647058823529434
20121125,21.1,2012,11,25,21.299999999999997,-0.19999999999999574
20121126,19.3,2012,11,26,20.97647058823529,-1.67647058823529
20121127,16.5,2012,11,27,20.547058823529415,-4.047058823529415
20121128,19.3,2012,11,28,20.21764705882353,-0.9176470588235297
20121129,20.3,2012,11,29,20.711764705882356,-0.41176470588235503
20121130,20.900000000000002,2012,11,30,20.582352941176474,0.3176470588235283
20121201,20.8,2012,12,1,19.588235294117652,1.2117647058823486
20121202,18.1,2012,12,2,19.05294117647059,-0.9529411764705884
20121203,17.1,2012,12,3,19.06470588235294,-1.9647058823529377
20121204,17.3,2012,12,4,19.17058823529412,-1.870588235294118
20121205,16.2,2012,12,5,18.66470588235294,-2.4647058823529413
20121206,16.900000000000002,2012,12,6,18.882352941176475,-1.9823529411764724
20121207,18.400000000000002,2012,12,7,19.147058823529417,-0.7470588235294144
20121208,18.8,2012,12,8,18.852941176470587,-0.05294117647058627
20121209,19.0,2012,12,9,18.658823529411766,0.3411764705882341
20121210,18.3,2012,12,10,18.935294117647057,-0.6352941176470566
20121211,18.7,2012,12,11,19.329411764705885,-0.6294117647058854
20121212,17.900000000000002,2012,12,12,18.958823529411767,-1.0588235294117645
20121213,18.900000000000002,2012,12,13,19.211764705882356,-0.3117647058823536
20121214,21.0,2012,12,14,18.941176470588236,2.0588235294117645
20121215,22.3,2012,12,15,18.294117647058822,4.005882352941178
20121216,23.5,2012,12,16,16.91176470588235,6.5882352941176485
20121217,21.700000000000003,2012,12,17,16.111764705882354,5.5882352941176485
20121218,17.1,2012,12,18,16.041176470588237,1.0588235294117645
20121219,15.100000000000001,2012,12,19,16.464705882352945,-1.3647058823529434
20121220,17.8,2012,12,20,17.570588235294117,0.22941176470588331
20121221,20.700000000000003,2012,12,21,18.511764705882356,2.1882352941176464
20121222,18.400000000000002,2012,12,22,18.223529411764705,0.17647058823529704
20121223,13.3,2012,12,23,17.729411764705883,-4.429411764705883
20121224,13.3,2012,12,24,18.147058823529413,-4.847058823529412
20121225,17.0,2012,12,25,17.852941176470587,-0.852941176470587
20121226,18.7,2012,12,26,17.576470588235296,1.1235294117647037
20121227,18.6,2012,12,27,16.96470588235294,1.6352941176470601
20121228,19.700000000000003,2012,12,28,16.888235294117646,2.811764705882357
20121229,18.0,2012,12,29,17.05294117647059,0.9470588235294102
20121230,10.4,2012,12,30,16.16470588235294,-5.76470588235294
20121231,10.200000000000001,2012,12,31,15.72352941176471,-5.523529411764709
20130101,13.9,2013,1,1,15.962500000000002,-2.0625000000000018
20130102,16.8,2013,1,2,16.606250000000003,0.19374999999999787
20130103,16.8,2013,1,3,17.329411764705885,-0.529411764705884
20130104,12.9,2013,1,4,17.48823529411765,-4.58823529411765
20130105,14.3,2013,1,5,17.711764705882352,-3.4117647058823515
20130106,15.100000000000001,2013,1,6,17.147058823529417,-2.047058823529415
20130107,15.200000000000001,2013,1,7,16.629411764705885,-1.4294117647058844
20130108,17.5,2013,1,8,16.44117647058824,1.058823529411761
20130109,16.2,2013,1,9,15.717647058823532,0.4823529411764671
20130110,14.700000000000001,2013,1,10,16.33529411764706,-1.6352941176470583
20130111,16.3,2013,1,11,16.38823529411765,-0.08823529411764852
20130112,16.400000000000002,2013,1,12,16.047058823529415,0.352941176470587
20130113,16.8,2013,1,13,15.6,1.200000000000001
20130114,15.700000000000001,2013,1,14,15.882352941176471,-0.18235294117646994
20130115,15.9,2013,1,15,16.18235294117647,-0.28235294117647136
20130116,17.400000000000002,2013,1,16,16.73529411764706,0.6647058823529406
20130117,16.900000000000002,2013,1,17,16.67058823529412,0.22941176470588331
20130118,14.600000000000001,2013,1,18,16.729411764705883,-2.129411764705882
20130119,15.0,2013,1,19,17.317647058823532,-2.317647058823532
20130120,17.8,2013,1,20,17.794117647058826,0.005882352941174673
20130121,20.400000000000002,2013,1,21,17.523529411764706,2.8764705882352963
20130122,21.400000000000002,2013,1,22,16.870588235294118,4.529411764705884
20130123,18.1,2013,1,23,16.147058823529413,1.9529411764705884
20130124,18.900000000000002,2013,1,24,15.38823529411765,3.511764705882353
20130125,18.1,2013,1,25,15.964705882352943,2.1352941176470583
20130126,17.7,2013,1,26,16.147058823529413,1.5529411764705863
20130127,16.400000000000002,2013,1,27,15.741176470588236,0.6588235294117659
20130128,16.2,2013,1,28,16.376470588235296,-0.17647058823529704
20130129,17.8,2013,1,29,16.011764705882356,1.7882352941176443
20130130,18.1,2013,1,30,16.329411764705885,1.7705882352941167
20130131,18.6,2013,1,31,16.358823529411765,2.241176470588236
20130201,20.700000000000003,2013,2,1,16.629411764705882,4.070588235294121
20130202,21.1,2013,2,2,16.447058823529414,4.652941176470588
20130203,18.900000000000002,2013,2,3,16.5,2.400000000000002
20130204,21.200000000000003,2013,2,4,16.670588235294115,4.529411764705888
20130205,22.1,2013,2,5,16.88235294117647,5.21764705882353
20130206,21.3,2013,2,6,17.3,4.0
20130207,19.1,2013,2,7,17.541176470588233,1.558823529411768
20130208,16.400000000000002,2013,2,8,17.229411764705883,-0.8294117647058812
20130209,14.100000000000001,2013,2,9,16.67058823529412,-2.5705882352941174
20130210,15.9,2013,2,10,16.5,-0.5999999999999996
20130211,17.2,2013,2,11,16.870588235294118,0.3294117647058812
20130212,19.0,2013,2,12,16.941176470588236,2.0588235294117645
20130213,17.400000000000002,2013,2,13,17.27058823529412,0.1294117647058819
20130214,18.5,2013,2,14,17.841176470588238,0.6588235294117624
20130215,20.8,2013,2,15,17.617647058823533,3.182352941176468
20130216,17.3,2013,2,16,17.16470588235294,0.13529411764706012
20130217,18.2,2013,2,17,16.882352941176475,1.3176470588235247
20130218,21.1,2013,2,18,16.788235294117644,4.311764705882357
20130219,20.900000000000002,2013,2,19,16.276470588235295,4.623529411764707
20130220,17.3,2013,2,20,16.982352941176472,0.3176470588235283
20130221,17.7,2013,2,21,17.300000000000004,0.399999999999995
20130222,19.1,2013,2,22,17.988235294117644,1.1117647058823579
20130223,18.0,2013,2,23,18.147058823529413,-0.14705882352941302
20130224,18.0,2013,2,24,17.658823529411766,0.3411764705882341
20130225,19.6,2013,2,25,18.64117647058824,0.9588235294117631
20130226,21.3,2013,2,26,19.01764705882353,2.2823529411764696
20130227,22.700000000000003,2013,2,27,18.658823529411766,4.041176470588237
20130228,19.0,2013,2,28,18.841176470588238,0.15882352941176237
20130301,20.1,2013,3,1,19.323529411764707,0.7764705882352949
20130302,17.900000000000002,2013,3,2,19.417647058823526,-1.517647058823524
20130303,15.3,2013,3,3,19.01764705882353,-3.7176470588235304
20130304,16.7,2013,3,4,19.32941176470589,-2.629411764705889
20130305,18.5,2013,3,5,19.88823529411765,-1.3882352941176492
20130306,19.3,2013,3,6,19.370588235294118,-0.0705882352941174
20130307,20.400000000000002,2013,3,7,18.30588235294118,2.094117647058823
20130308,21.5,2013,3,8,17.629411764705885,3.8705882352941146
20130309,21.5,2013,3,9,17.941176470588236,3.5588235294117645
20130310,21.5,2013,3,10,17.799999999999997,3.700000000000003
